ucTemp
2088.0
2128.0
2128.0
2128.0
2128.0
2128.0
2088.0
2128.0
2088.0
2128.0
2128.0
2128.0
2128.0
2168.0
2128.0
2128.0
2128.0
2128.0
2168.0
2128.0
2128.0
2128.0
2128.0
2168.0
2128.0
2128.0
2168.0
2128.0
2128.0
2128.0
2128.0
2168.0
2128.0
2128.0
2128.0
2128.0
2168.0
2168.0
2128.0
2128.0
2168.0
2168.0
2168.0
2128.0
2128.0
2168.0
2128.0
2168.0
2168.0
2168.0
2128.0
2128.0
2168.0
2168.0
2168.0
2168.0
2168.0
2168.0
2128.0
2168.0
2168.0
2168.0
2168.0
2208.0
2168.0
2128.0
2208.0
2168.0
2208.0
2208.0
2168.0
2168.0
2168.0
2208.0
2168.0
2168.0
2208.0
2168.0
2208.0
2208.0
2168.0
2208.0
2168.0
2168.0
2168.0
2168.0
2208.0
2168.0
2168.0
2208.0
2168.0
2168.0
2208.0
2168.0
2208.0
2168.0
2168.0
2208.0
2208.0
2208.0
2208.0
2208.0
2208.0
2208.0
2168.0
2248.0
2208.0
2208.0
2208.0
2168.0
2208.0
2168.0
2168.0
2208.0
2208.0
2208.0
2208.0
2208.0
2208.0
2208.0
2208.0
2168.0
2208.0
2208.0
2208.0
2208.0
2208.0
2208.0
2248.0
2248.0
2208.0
2208.0
2168.0
2208.0
2208.0
2208.0
2208.0
2248.0
2208.0
2248.0
