vout
2526.0
2525.0
2527.0
2526.0
2526.0
2525.0
2525.0
2527.0
2526.0
2524.0
2526.0
2526.0
2526.0
2527.0
2526.0
2526.0
2526.0
2527.0
2528.0
2526.0
2525.0
2526.0
2527.0
2526.0
2526.0
2525.0
2527.0
2526.0
2528.0
2526.0
2524.0
2525.0
2526.0
2527.0
2527.0
2526.0
2525.0
2527.0
2527.0
2526.0
2526.0
2526.0
2528.0
2527.0
2526.0
2525.0
2524.0
2525.0
2527.0
2527.0
2525.0
2525.0
2527.0
2527.0
2527.0
2526.0
2525.0
2526.0
2527.0
2527.0
2524.0
2526.0
2526.0
2526.0
2526.0
2524.0
2525.0
2526.0
2526.0
2526.0
2526.0
2525.0
2525.0
2527.0
2526.0
2526.0
2525.0
2525.0
2527.0
2527.0
2526.0
2526.0
2525.0
2527.0
2527.0
2526.0
2525.0
2525.0
2526.0
2526.0
2527.0
2524.0
2525.0
2526.0
2526.0
2527.0
2525.0
2525.0
2526.0
2527.0
2527.0
2526.0
2525.0
2526.0
2527.0
2527.0
2525.0
2524.0
2527.0
2525.0
2527.0
2526.0
2525.0
2524.0
2527.0
2527.0
2526.0
2525.0
2525.0
2527.0
2527.0
2527.0
2525.0
2525.0
2526.0
2527.0
2526.0
2525.0
2525.0
2527.0
2527.0
2527.0
2526.0
2523.0
2526.0
2528.0
2527.0
2524.0
2524.0
2526.0
2526.0
2527.0
2526.0
2523.0
2526.0
2526.0
2527.0
2527.0
2525.0
2526.0
2526.0
2526.0
2526.0
2524.0
2524.0
2527.0
2527.0
2527.0
2525.0
2525.0
2527.0
2527.0
2525.0
2524.0
2527.0
2526.0
2526.0
2528.0
2525.0
2526.0
2526.0
2527.0
2527.0
2524.0
2524.0
2526.0
2527.0
2527.0
2525.0
2524.0
2526.0
2527.0
2526.0
2525.0
2525.0
2526.0
2527.0
2527.0
2526.0
2525.0
2526.0
2527.0
2527.0
2526.0
2525.0
2526.0
2526.0
2527.0
2526.0
2524.0
2525.0
2526.0
2527.0
2527.0
2526.0
2525.0
2526.0
2527.0
2527.0
2526.0
2525.0
2526.0
2527.0
2527.0
2526.0
2524.0
2527.0
2527.0
2526.0
2525.0
2525.0
2525.0
2527.0
2526.0
2526.0
2524.0
2526.0
2527.0
2527.0
2525.0
2525.0
2525.0
2527.0
2525.0
2526.0
2524.0
2526.0
2527.0
2526.0
2525.0
2525.0
2525.0
2526.0
2526.0
2527.0
2524.0
2526.0
2527.0
2526.0
2526.0
2525.0
2525.0
2527.0
2526.0
2527.0
2525.0
2525.0
2526.0
2526.0
2527.0
2525.0
2525.0
2524.0
2527.0
2527.0
2526.0
2524.0
2525.0
2527.0
2526.0
2524.0
2526.0
2526.0
2527.0
2527.0
2525.0
2526.0
2525.0
2527.0
2527.0
2525.0
2525.0
2525.0
2526.0
2527.0
2526.0
2525.0
2525.0
2526.0
2527.0
2526.0
2525.0
2525.0
2525.0
2527.0
2527.0
2525.0
2526.0
2527.0
2527.0
2527.0
2525.0
2524.0
2526.0
2525.0
2525.0
2525.0
2525.0
2526.0
2525.0
2527.0
2527.0
2525.0
2525.0
2526.0
2527.0
2525.0
2524.0
2526.0
2528.0
2526.0
2526.0
2525.0
2524.0
2526.0
2528.0
2526.0
2525.0
2525.0
2526.0
2527.0
2526.0
2525.0
2525.0
2526.0
2526.0
2526.0
2525.0
2524.0
2526.0
2526.0
2527.0
2525.0
2525.0
2526.0
2526.0
2527.0
2526.0
2525.0
2527.0
2526.0
2527.0
2525.0
2523.0
2526.0
2528.0
2527.0
2526.0
2525.0
2526.0
2526.0
2527.0
2526.0
2523.0
2526.0
2527.0
2526.0
2527.0
2524.0
2524.0
2527.0
2527.0
2527.0
2525.0
2524.0
2526.0
2527.0
2527.0
2525.0
2525.0
2526.0
2527.0
2527.0
2525.0
2525.0
2525.0
2527.0
2527.0
2525.0
2524.0
2525.0
2526.0
2526.0
2524.0
2525.0
2524.0
2527.0
2527.0
2525.0
2526.0
2526.0
2527.0
2527.0
2526.0
2525.0
2526.0
2528.0
2526.0
2525.0
2525.0
2526.0
2524.0
2527.0
2525.0
2525.0
2524.0
2526.0
2527.0
2526.0
2525.0
2524.0
2526.0
2527.0
2526.0
2526.0
2525.0
2526.0
2526.0
2527.0
2525.0
2525.0
2526.0
2527.0
2527.0
2525.0
2525.0
2525.0
2526.0
2527.0
2526.0
2525.0
2526.0
2526.0
2526.0
2526.0
2526.0
2526.0
2526.0
2527.0
2527.0
2526.0
2526.0
2526.0
2527.0
2526.0
2525.0
2526.0
2526.0
2527.0
2526.0
2525.0
2524.0
2526.0
2527.0
2526.0
2525.0
2525.0
2525.0
2526.0
2527.0
2525.0
2525.0
2526.0
2527.0
2526.0
2525.0
2525.0
2526.0
2527.0
2526.0
2526.0
2525.0
2527.0
2526.0
2527.0
2525.0
2525.0
2525.0
2526.0
2527.0
2525.0
2524.0
2525.0
2526.0
2525.0
2525.0
2523.0
2525.0
2526.0
2528.0
2526.0
2525.0
2525.0
2526.0
2526.0
2526.0
2525.0
2525.0
2526.0
2527.0
2527.0
2525.0
2525.0
2526.0
2527.0
2526.0
2525.0
2525.0
2526.0
2526.0
2526.0
2525.0
2525.0
2526.0
2525.0
2527.0
2526.0
2524.0
2525.0
2527.0
2527.0
2526.0
2525.0
2525.0
2526.0
2527.0
2526.0
2525.0
2525.0
2526.0
2526.0
2526.0
2525.0
2524.0
2526.0
2527.0
2525.0
2524.0
2526.0
2526.0
2527.0
2527.0
2526.0
2525.0
2526.0
2527.0
2527.0
2526.0
2524.0
2525.0
2527.0
2527.0
2525.0
2524.0
2527.0
2527.0
2528.0
2526.0
2525.0
2526.0
2526.0
2526.0
2525.0
2525.0
2526.0
2525.0
2527.0
2525.0
2525.0
2526.0
2526.0
2526.0
2526.0
2525.0
2524.0
2526.0
2526.0
2526.0
2525.0
2526.0
2527.0
2526.0
2525.0
2525.0
2526.0
2527.0
2527.0
2525.0
2526.0
2525.0
2526.0
2526.0
2526.0
2525.0
2525.0
2525.0
2526.0
2526.0
2525.0
2525.0
2524.0
2526.0
2527.0
2526.0
2525.0
2526.0
2527.0
2526.0
2527.0
2525.0
2525.0
2526.0
2526.0
2527.0
2525.0
2525.0
2527.0
2526.0
2526.0
2524.0
2524.0
2526.0
2527.0
2526.0
2524.0
2524.0
2525.0
2526.0
2526.0
2526.0
2524.0
2526.0
2526.0
2526.0
2526.0
2525.0
2524.0
2526.0
2526.0
2525.0
2524.0
2525.0
2526.0
2526.0
2525.0
2525.0
2525.0
2526.0
2527.0
2525.0
2524.0
2526.0
2527.0
2527.0
2526.0
2525.0
2524.0
2525.0
2526.0
2527.0
2526.0
2524.0
2526.0
2526.0
2527.0
2525.0
2524.0
2526.0
2527.0
2527.0
2525.0
2524.0
2526.0
2526.0
2527.0
2525.0
2524.0
2525.0
2527.0
2525.0
2524.0
2525.0
2525.0
2527.0
2526.0
2525.0
2524.0
2524.0
2527.0
2526.0
2526.0
2524.0
2525.0
2526.0
2526.0
2526.0
2525.0
2525.0
2526.0
2527.0
2526.0
2524.0
2524.0
2526.0
2526.0
2525.0
2525.0
2525.0
2524.0
2526.0
2526.0
2526.0
2524.0
2526.0
2527.0
2526.0
2526.0
2524.0
2525.0
2527.0
2525.0
2526.0
2525.0
2525.0
2526.0
2527.0
2526.0
2525.0
2524.0
2526.0
2526.0
2525.0
2525.0
2525.0
2527.0
2526.0
2526.0
2525.0
2524.0
2526.0
2526.0
2526.0
2526.0
2525.0
2527.0
2527.0
2526.0
2526.0
2523.0
2525.0
2526.0
2527.0
2526.0
2525.0
2525.0
2527.0
2527.0
2524.0
2525.0
2526.0
2527.0
2526.0
2526.0
2525.0
2527.0
2527.0
2526.0
2526.0
2525.0
2524.0
2526.0
2527.0
2526.0
2524.0
2525.0
2525.0
2527.0
2526.0
2525.0
2525.0
2526.0
2528.0
2527.0
2525.0
2524.0
2525.0
2526.0
2526.0
2523.0
2524.0
2526.0
2527.0
2525.0
2524.0
2526.0
2525.0
2527.0
2526.0
2527.0
2525.0
2526.0
2526.0
2526.0
2525.0
2525.0
2526.0
2526.0
2527.0
2525.0
2524.0
2525.0
2526.0
2526.0
2526.0
2524.0
2526.0
2526.0
2527.0
2526.0
2525.0
2525.0
2526.0
2527.0
2526.0
2526.0
2524.0
2527.0
2526.0
2527.0
2524.0
2526.0
2526.0
2526.0
2526.0
2525.0
2525.0
2526.0
2526.0
2526.0
2525.0
2524.0
2526.0
2528.0
2527.0
2525.0
2524.0
2526.0
2526.0
2526.0
2526.0
2524.0
2525.0
2526.0
2526.0
2526.0
2524.0
2525.0
2527.0
2526.0
2526.0
2526.0
2524.0
2526.0
2527.0
2526.0
2524.0
2525.0
2526.0
2527.0
2526.0
2525.0
2524.0
2528.0
2525.0
2526.0
2524.0
2524.0
2526.0
2526.0
2527.0
2526.0
2525.0
2525.0
2527.0
2526.0
2527.0
2525.0
2526.0
2525.0
2528.0
2525.0
2524.0
2525.0
2526.0
2526.0
2526.0
2524.0
2525.0
2527.0
2527.0
2525.0
2524.0
2525.0
2526.0
2527.0
2526.0
2525.0
2525.0
2526.0
2528.0
2527.0
2526.0
2525.0
2525.0
2527.0
2527.0
2524.0
2525.0
2525.0
2526.0
2526.0
2524.0
2525.0
2527.0
2527.0
2527.0
2524.0
2525.0
2526.0
2527.0
2527.0
2526.0
2524.0
2524.0
2526.0
2526.0
2525.0
2524.0
2525.0
2526.0
2527.0
2525.0
2525.0
2525.0
2526.0
2527.0
