ucTemp
2640.0
2640.0
2680.0
2640.0
2640.0
2680.0
2640.0
2680.0
2680.0
2640.0
2680.0
2640.0
2640.0
2680.0
2680.0
2640.0
2680.0
2640.0
2680.0
2680.0
2640.0
2680.0
2680.0
2640.0
2680.0
2680.0
2680.0
2680.0
2640.0
2640.0
2680.0
2640.0
2640.0
2680.0
2640.0
2680.0
2680.0
2680.0
2680.0
2640.0
2680.0
2680.0
2640.0
2680.0
2680.0
2640.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2640.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2640.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2720.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2680.0
2720.0
2680.0
2680.0
2680.0
2720.0
2680.0
2720.0
2680.0
2680.0
2720.0
2680.0
2680.0
2720.0
2680.0
2680.0
